Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Er_(ohm-cm),UPV_(m/s)
Crushed,28,28,31.7803,7.3829,4543.8632
Crushed,28,28,31.6843,7.1354,4547.3502
Crushed,28,28,31.9546,8.0968,4481.5902
Crushed,28,28,32.1371,7.3855,4507.8342
Crushed,28,28,32.0569,8.5166,4522.2898
Crushed,28,28,32.2573,7.0885,4554.3608
Crushed,28,28,31.8043,7.957,4476.8031
Crushed,28,28,31.7815,7.1605,4521.525
Crushed,28,28,31.7925,9.0151,4516.3708
Crushed,28,28,32.194,9.0141,4517.8552
Crushed,28,28,32.1187,9.398,4562.9241
Crushed,28,28,32.2419,9.0096,4531.7633
Crushed,28,28,32.1247,6.7936,4485.7229
Crushed,28,28,32.0898,8.1577,4572.3415
Crushed,28,28,34.3631,9.6846,4547.4662
Crushed,28,28,34.9339,9.7077,4554.5557
Crushed,28,28,36.9143,9.6653,4555.1747
Crushed,28,28,36.7615,9.7685,4547.4735
Crushed,28,28,33.8871,9.7271,4567.8671
Crushed,28,28,33.0469,9.8096,4547.9102
Crushed,28,28,34.2589,9.5058,4564.5176
Crushed,28,28,34.8954,9.8132,4550.4084
Crushed,28,28,32.4646,9.5429,4574.1464
Crushed,28,28,36.3417,9.816,4557.1591
Crushed,28,28,36.4701,9.6486,4561.3139
Crushed,28,28,34.63,9.5774,4552.0524
Crushed,28,28,33.2963,9.6183,4572.958
Crushed,28,28,35.6695,9.4977,4554.6077
Crushed,28,28,35.5682,9.4984,4566.6152
Crushed,28,28,34.4612,9.7645,4545.2352
Crushed,28,28,33.1171,9.6795,4558.4758
Crushed,28,28,36.0066,9.8172,4556.4432
Crushed,28,28,36.4427,9.5232,4546.402
Crushed,28,28,32.987,9.8149,4548.4828
Crushed,28,28,39.4583,10.1259,4625.8428
Crushed,28,28,36.9599,10.0294,4635.8805
Crushed,28,28,38.1262,9.9667,4636.6489
Crushed,28,28,36.9889,10.1703,4579.8517
Crushed,28,28,37.5829,9.9744,4604.7137
Crushed,28,28,38.8395,9.8351,4622.7264
Crushed,28,28,38.8054,9.8327,4611.7829
Crushed,28,28,37.6643,9.9675,4582.7053
Crushed,28,28,37.8277,10.2005,4632.2241
Crushed,28,28,37.2072,9.8966,4602.5297
Crushed,28,28,37.0698,10.0773,4559.7403
Crushed,28,28,38.9785,10.0972,4595.2615
Crushed,28,28,37.8232,9.8232,4584.3308
Crushed,28,28,38.347,9.9911,4597.4319
Crushed,28,28,39.4908,9.9344,4631.3352
Crushed,28,28,38.7384,10.0631,4556.5586
Crushed,28,28,38.2175,9.9507,4552.9999
Crushed,28,28,38.6862,10.1421,4633.0988
Crushed,28,28,38.7295,9.9401,4578.5967
Crushed,28,28,37.5713,10.0977,4588.9034
Crushed,28,28,36.9488,9.6932,4597.5647
Crushed,28,28,37.9509,10.0873,4586.6884
Crushed,28,28,38.179,4.3876,4616.8913
Crushed,28,28,37.2668,5.1209,4603.1026
Crushed,28,28,37.7769,9.2798,4628.7533
Crushed,28,28,38.7729,4.3875,4584.1624
Crushed,28,28,39.3693,9.4623,4634.2151
Crushed,28,28,37.6646,6.825,4608.8934
Crushed,28,28,37.3822,5.0337,4620.8031
Crushed,28,28,37.6682,4.2324,4632.8706
Crushed,28,28,37.8484,8.1976,4613.1905
Crushed,28,28,38.051,9.8029,4623.4418
Crushed,28,28,38.5446,4.2057,4600.4493
Crushed,28,28,38.1891,8.3077,4587.6988
Crushed,28,28,37.0815,8.5112,4627.3118
Crushed,28,28,36.3133,7.2454,4600.6652
Crushed,28,28,38.7396,10.0974,4637.668
Crushed,28,28,36.9913,8.7024,4577.7142
Crushed,28,28,39.1722,7.3716,4585.8626
Crushed,28,28,39.5009,5.688,4634.3522
Crushed,28,28,36.3016,8.3128,4577.9792
Crushed,28,28,36.3016,3.8847,4579.6515
Crushed,28,28,36.3016,5.5642,4597.2262
Crushed,28,28,36.3016,3.0152,4578.8887
Crushed,28,28,36.3016,8.2641,4579.0604
Crushed,28,28,36.3016,7.2979,4596.5544
Crushed,28,28,36.3016,10.1573,4579.0076
Crushed,28,28,36.3016,8.7139,4589.0806
Crushed,28,28,36.3016,9.1502,4584.2427
Crushed,28,28,36.3016,7.8036,4589.7543
Crushed,28,28,36.3016,4.0794,4580.657
Crushed,28,28,36.3016,5.9783,4580.3063
Crushed,28,28,36.3016,5.9305,4594.6735
Crushed,28,28,36.3016,7.7696,4597.7652
Crushed,28,28,36.3016,7.9608,4578.7455
Crushed,28,28,36.3016,6.4832,4587.6511
Crushed,28,28,36.3016,8.9597,4581.497
Crushed,28,28,36.3016,3.9983,4595.5513
Crushed,28,28,36.3016,4.731,4580.7001
Crushed,28,28,36.3016,7.4231,4585.0198
Crushed,28,7,28.5123,4.1874,4460.6829
Crushed,28,7,28.3437,4.3393,4489.8908
Crushed,28,7,28.39,4.4697,4489.3621
Crushed,28,7,28.4539,4.2119,4446.3535
Crushed,28,7,28.6705,4.3691,4522.174
Crushed,28,7,28.3358,4.1245,4483.4921
Crushed,28,7,28.4607,4.3791,4453.2767
Crushed,28,7,28.5747,4.1927,4493.7855
Crushed,28,7,28.6495,3.9792,4497.6003
Crushed,28,7,28.3366,4.0954,4507.4394
Crushed,28,7,28.6347,3.9988,4450.5124
Crushed,28,7,28.3392,4.1801,4492.9904
Crushed,28,7,28.4372,4.2172,4494.5165
Crushed,28,7,28.4275,4.0802,4464.7237
Crushed,28,7,28.6837,4.2631,4485.6243
Crushed,28,7,28.5607,4.1663,4445.8972
Crushed,28,7,28.5194,4.0495,4444.6462
Crushed,28,7,28.613,4.2438,4458.3384
Crushed,28,7,28.3635,4.0576,4493.7541
Crushed,28,7,28.6721,4.3459,4435.9953
Crushed,28,7,28.5067,4.1386,4436.6626
Crushed,28,7,28.7161,4.404,4464.1958
Crushed,28,7,28.6532,4.1467,4510.5399
Crushed,28,7,28.6135,4.0365,4526.7842
Crushed,28,7,28.7028,4.4022,4478.732
Crushed,28,7,28.4458,4.0979,4513.8876
Crushed,28,7,28.707,4.0957,4512.1655
Crushed,28,7,28.5185,4.1345,4458.1997
Crushed,28,7,28.5262,4.1024,4446.6164
Crushed,28,7,28.607,4.0387,4470.8484
Crushed,28,7,28.4824,4.4742,4459.0236
Crushed,28,7,28.6035,4.0479,4530.1533
Crushed,28,7,28.3507,4.0435,4475.702
Crushed,28,7,28.7159,4.148,4523.7639
Crushed,28,7,28.4927,4.444,4448.8134
Crushed,28,7,28.571,4.3476,4468.6465
Crushed,28,7,28.5699,4.1856,4516.574
Crushed,28,7,28.7098,4.4675,4453.8209
Crushed,28,7,28.4437,4.1897,4528.3076
Crushed,28,7,28.4967,4.2018,4456.4438
Crushed,28,7,28.4207,4.0868,4515.375
Crushed,28,7,28.4241,4.0178,4535.481
Crushed,28,7,28.3516,4.0716,4531.0758
Crushed,28,7,28.3453,4.0199,4538.1592
Crushed,28,7,28.3676,4.0687,4510.9833
Crushed,28,7,28.4146,4.1891,4530.6379
Crushed,28,7,28.3354,4.0901,4505.1445
Crushed,28,7,28.376,4.0146,4511.5152
Crushed,28,7,28.3209,4.2105,4525.5837
Crushed,28,7,28.3282,4.0468,4524.642
Crushed,28,7,28.4133,4.2559,4538.218
Crushed,28,7,28.4257,4.101,4540.1621
Crushed,28,7,28.44,4.2067,4531.7009
Crushed,28,7,28.4402,4.2691,4536.473
Crushed,28,7,28.4026,4.153,4523.9872
Crushed,28,7,28.3362,4.099,4515.3947
Crushed,28,7,28.327,4.2247,4521.8182
Crushed,28,7,28.4223,4.0975,4542.7469
Crushed,28,7,28.4176,4.2493,4543.6112
Crushed,28,7,28.4021,4.218,4541.8942
Crushed,28,7,28.4519,4.4078,4467.5814
Crushed,28,7,28.4519,4.3254,4471.9113
Crushed,28,7,28.4519,4.5488,4494.2468
Crushed,28,7,28.4519,4.7469,4468.9151
Crushed,28,7,28.4519,4.3843,4469.6866
Crushed,28,7,28.4519,4.7533,4501.3808
Crushed,28,7,28.4519,4.5223,4486.4815
Crushed,28,7,28.4519,4.3084,4479.0494
Crushed,28,7,28.4519,4.5584,4501.9815
Crushed,28,7,28.4519,4.2817,4497.0484
Crushed,28,7,28.4519,4.4206,4472.9989
Crushed,28,7,28.4519,4.553,4483.8518
Crushed,28,7,28.4519,4.7826,4485.701
Crushed,28,7,28.4519,4.7486,4487.1471
Crushed,28,7,28.4519,4.3812,4491.164
Crushed,28,7,28.4519,4.7084,4477.4837
Crushed,28,7,28.4519,4.3993,4475.387
Crushed,28,7,28.4519,4.8211,4495.6321
Crushed,28,7,28.4519,4.3198,4490.6806
Crushed,28,7,28.4519,4.8903,4475.8992
Crushed,28,14,32.0427,5.8501,4495.2368
Crushed,28,14,31.9899,5.7527,4526.5217
Crushed,28,14,31.947,5.8775,4494.8691
Crushed,28,14,31.926,5.8539,4481.8972
Crushed,28,14,32.1295,5.8116,4541.5638
Crushed,28,14,31.9276,5.7409,4484.5683
Crushed,28,14,32.0772,5.809,4497.7503
Crushed,28,14,31.9938,5.778,4527.2182
Crushed,28,14,31.9437,5.7893,4566.9798
Crushed,28,14,32.0278,5.81,4490.3468
Crushed,28,14,31.8543,5.8738,4528.3081
Crushed,28,14,31.8702,5.8362,4526.4175
Crushed,28,14,32.1143,5.7762,4565.8814
Crushed,28,14,32.1103,5.7901,4542.7097
Crushed,28,14,32.0891,5.7566,4576.8781
Crushed,28,14,32.1124,5.7462,4544.428
Crushed,28,14,32.0457,5.8194,4521.0382
Crushed,28,14,32.0736,5.8291,4483.0604
Crushed,28,14,32.0498,5.8551,4497.2621
Crushed,28,14,31.9089,5.7458,4529.4937
Crushed,28,14,31.754,5.8347,4478.6992
Crushed,28,14,31.4692,5.7911,4515.9393
Crushed,28,14,32.1354,5.8724,4567.4426
Crushed,28,14,31.6667,5.8324,4500.1567
Crushed,28,14,31.7702,5.8599,4507.4914
Crushed,28,14,32.0876,5.8505,4557.4834
Crushed,28,14,31.7629,5.8062,4561.2984
Crushed,28,14,31.4262,5.785,4515.7179
Crushed,28,14,31.6136,5.8155,4552.9787
Crushed,28,14,31.5092,5.8029,4549.5463
Crushed,28,14,31.3449,5.8706,4549.7684
Crushed,28,14,31.8616,5.7346,4492.1864
Crushed,28,14,31.5055,5.8803,4570.4169
Crushed,28,14,31.3981,5.7632,4479.2372
Crushed,28,14,31.7702,5.8752,4559.0911
Crushed,28,14,31.6955,5.8063,4546.8295
Crushed,28,14,31.5845,5.8734,4499.6071
Crushed,28,14,31.74,5.7515,4552.276
Crushed,28,14,31.9818,5.8235,4570.3617
Crushed,28,14,31.9457,5.8105,4517.8991
Crushed,28,14,31.4585,6.1558,4517.9162
Crushed,28,14,31.2967,6.3593,4553.5943
Crushed,28,14,31.5966,6.3156,4567.4709
Crushed,28,14,31.3158,6.1442,4565.0614
Crushed,28,14,31.4665,5.9372,4551.1833
Crushed,28,14,31.5118,6.0913,4541.2178
Crushed,28,14,31.5393,5.9714,4574.2505
Crushed,28,14,31.4684,6.2988,4510.2799
Crushed,28,14,31.3235,6.3299,4552.0156
Crushed,28,14,31.4063,6.2508,4548.8769
Crushed,28,14,31.3203,6.097,4574.4842
Crushed,28,14,31.5882,6.2857,4499.1642
Crushed,28,14,31.4317,6.1271,4554.1901
Crushed,28,14,31.5565,6.2232,4560.0801
Crushed,28,14,31.487,5.9064,4518.2408
Crushed,28,14,31.4465,6.0818,4555.1772
Crushed,28,14,31.4238,6.1423,4504.6442
Crushed,28,14,31.3325,6.0207,4564.3303
Crushed,28,14,31.4415,5.9893,4523.6106
Crushed,28,14,31.4444,6.1179,4560.8676
Crushed,28,14,31.6983,6.243,4494
Crushed,28,14,31.6983,6.0526,4494
Crushed,28,14,31.6983,6.0169,4494
Crushed,28,14,31.6983,6.3021,4494
Crushed,28,14,31.6983,6.1172,4494
Crushed,28,14,31.6983,5.9713,4494
Crushed,28,14,31.6983,6.1623,4494
Crushed,28,14,31.6983,6.305,4494
Crushed,28,14,31.6983,6.0108,4494
Crushed,28,14,31.6983,6.0936,4494
Crushed,28,14,31.6983,5.9266,4494
Crushed,28,14,31.6983,6.0112,4494
Crushed,28,14,31.6983,6.0178,4494
Crushed,28,14,31.6983,6.3407,4494
Crushed,28,14,31.6983,5.9836,4494
Crushed,28,14,31.6983,6.0868,4494
Crushed,28,14,31.6983,6.0461,4494
Crushed,28,14,31.6983,6.1873,4494
Crushed,28,14,31.6983,6.1773,4494
Crushed,28,14,31.6983,6.2914,4494
Crushed,28,28,31.9455,7.0686,4547.7795
Crushed,28,28,32.2116,7.0686,4536.132
Crushed,28,28,32.2849,7.0686,4551.6357
Crushed,28,28,32.1292,7.0686,4561.5727
Crushed,28,28,32.2692,7.0686,4546.4419
Crushed,28,28,31.4829,7.0686,4535.5113
Crushed,28,28,32.571,7.0686,4544.926
Crushed,28,28,32.3799,7.0686,4558.6249
Crushed,28,28,31.8606,7.0686,4536.6789
Crushed,28,28,31.794,7.0686,4552.5069
Crushed,28,28,31.7276,7.0686,4538.6547
Crushed,28,28,31.5118,7.0686,4553.8844
Crushed,28,28,31.8316,7.0686,4546.1223
Crushed,28,28,32.6946,7.0686,4548.2408
Crushed,28,28,31.6572,7.0686,4551.9297
Crushed,28,28,31.3728,7.0686,4548.9573
Crushed,28,28,32.1092,7.0686,4542.1122
Crushed,28,28,31.4644,7.0686,4537.8152
Crushed,28,28,31.9498,7.0686,4559.5806
Crushed,28,28,31.4108,7.0686,4553.0145
Crushed,28,28,31.7366,7.29,4540.2896
Crushed,28,28,32.3911,7.3912,4539.2019
Crushed,28,28,32.0035,7.4317,4545.5601
Crushed,28,28,31.8509,7.1303,4584.2839
Crushed,28,28,31.8544,7.1236,4564.5108
Crushed,28,28,31.7707,7.2948,4557.9861
Crushed,28,28,32.4625,7.3562,4558.2544
Crushed,28,28,32.8357,7.2822,4545.2015
Crushed,28,28,31.8874,7.3369,4541.4508
Crushed,28,28,32.5225,7.1092,4552.2509
Crushed,28,28,31.436,7.2741,4583.3932
Crushed,28,28,32.4639,7.3198,4561.9928
Crushed,28,28,31.7461,7.1343,4536.6823
Crushed,28,28,32.4119,7.3267,4546.9952
Crushed,28,28,32.3521,7.1432,4555.2929
Crushed,28,28,31.9585,7.0965,4574.298
Crushed,28,28,31.4171,7.3819,4540.5807
Crushed,28,28,32.5258,7.1875,4552.7831
Crushed,28,28,31.3398,7.14,4585.9026
Crushed,28,28,31.7051,7.424,4536.2971
Crushed,28,28,31.2573,7.4613,4552.715
Crushed,28,28,32.0709,7.4613,4554.7466
Crushed,28,28,31.9217,7.4613,4585.798
Crushed,28,28,31.7937,7.4613,4550.0363
Crushed,28,28,31.5777,7.4613,4564.3104
Crushed,28,28,31.573,7.4613,4581.5635
Crushed,28,28,31.3273,7.4613,4552.6688
Crushed,28,28,31.6936,7.4613,4539.084
Crushed,28,28,31.8848,7.4613,4579.0922
Crushed,28,28,31.8029,7.4613,4556.4482
Crushed,28,28,31.6396,7.4613,4578.5632
Crushed,28,28,32.1517,7.4613,4567.9783
Crushed,28,28,31.5996,7.4613,4568.2462
Crushed,28,28,32.1642,7.4613,4561.2953
Crushed,28,28,31.282,7.4613,4559.5184
Crushed,28,28,31.6771,7.4613,4540.2173
Crushed,28,28,31.9267,7.4613,4545.5203
Crushed,28,28,31.9289,7.4613,4585.9257
Crushed,28,28,31.7435,7.4613,4572.677
Crushed,28,28,31.8416,7.4613,4579.0636
Crushed,28,28,32.2144,7.1472,4525.4657
Crushed,28,28,32.2144,7.092,4514.6661
Crushed,28,28,32.2144,7.3917,4530.9204
Crushed,28,28,32.2144,7.0895,4507.1509
Crushed,28,28,32.2144,7.3862,4495.556
Crushed,28,28,32.2144,7.2657,4510.3258
Crushed,28,28,32.2144,7.2688,4488.7657
Crushed,28,28,32.2144,7.1073,4495.548
Crushed,28,28,32.2144,7.1423,4522.9131
Crushed,28,28,32.2144,7.1791,4482.2299
Crushed,28,28,32.2144,7.2348,4534.3514
Crushed,28,28,32.2144,7.3013,4502.7748
Crushed,28,28,32.2144,7.2831,4518.4702
Crushed,28,28,32.2144,7.2851,4490.3304
Crushed,28,28,32.2144,7.177,4482.1096
Crushed,28,28,32.2144,7.3963,4514.0484
Crushed,28,28,32.2144,7.1464,4525.4841
Crushed,28,28,32.2144,7.1558,4521.2842
Crushed,28,28,32.2144,7.1947,4481.6567
Crushed,28,28,32.2144,7.2925,4534.4692
Crushed,28,90,36.5021,13.0018,4598
Crushed,28,90,36.1995,13.6379,4598
Crushed,28,90,35.8548,13.3006,4598
Crushed,28,90,36.6312,12.9881,4598
Crushed,28,90,36.1243,13.0344,4598
Crushed,28,90,36.34,13.4744,4598
Crushed,28,90,36.7469,13.3609,4598
Crushed,28,90,36.7271,13.1787,4598
Crushed,28,90,36.4798,13.2862,4598
Crushed,28,90,36.41,12.9376,4598
Crushed,28,90,36.4006,12.9061,4598
Crushed,28,90,36.2056,13.516,4598
Crushed,28,90,36.009,13.056,4598
Crushed,28,90,35.9064,13.4844,4598
Crushed,28,90,35.6887,13.0738,4598
Crushed,28,90,37.1269,13.5137,4598
Crushed,28,90,36.643,12.6806,4598
Crushed,28,90,37.0665,13.0051,4598
Crushed,28,90,37.1425,12.8894,4598
Crushed,28,90,36.1827,13.5557,4598
Crushed,28,90,37.6423,13.8402,4626.7639
Crushed,28,90,37.6197,13.8941,4655.4383
Crushed,28,90,37.6828,13.8462,4601.8118
Crushed,28,90,37.7312,13.7615,4619.0662
Crushed,28,90,37.7793,13.8431,4636.2648
Crushed,28,90,37.7049,13.8358,4604.8622
Crushed,28,90,37.6161,13.7652,4618.6304
Crushed,28,90,37.7102,13.8581,4615.6339
Crushed,28,90,37.6571,13.8199,4637.0317
Crushed,28,90,37.7033,13.8158,4659.6804
Crushed,28,90,37.686,13.8129,4651.98
Crushed,28,90,37.629,13.7539,4663.5931
Crushed,28,90,37.6749,13.7717,4646.5108
Crushed,28,90,37.7422,13.827,4633.5146
Crushed,28,90,37.769,13.8916,4610.4442
Crushed,28,90,37.7296,13.8078,4643.1686
Crushed,28,90,37.7782,13.8337,4666.3548
Crushed,28,90,37.6305,13.7739,4604.7543
Crushed,28,90,37.7215,13.8374,4654.1026
Crushed,28,90,37.6761,13.8729,4635.0706
Crushed,28,90,37.1303,13.332,4664.3634
Crushed,28,90,37.553,13.6113,4663.5808
Crushed,28,90,37.3259,12.6287,4664.1063
Crushed,28,90,37.3882,13.3116,4662.1671
Crushed,28,90,37.3693,13.673,4662.479
Crushed,28,90,37.3501,13.1256,4663.8951
Crushed,28,90,37.6493,13.0363,4664.1814
Crushed,28,90,37.2013,13.4603,4665.3669
Crushed,28,90,36.8347,12.9753,4665.0661
Crushed,28,90,37.3844,13.3241,4664.3922
Crushed,28,90,37.2044,13.1762,4665.3436
Crushed,28,90,37.6462,13.0687,4664.1919
Crushed,28,90,37.115,13.2759,4666.2427
Crushed,28,90,37.1847,13.1219,4662.3621
Crushed,28,90,37.3707,13.7647,4662.7883
Crushed,28,90,36.7807,13.3006,4664.7646
Crushed,28,90,37.3838,13.56,4664.537
Crushed,28,90,37.2527,13.7013,4662.0916
Crushed,28,90,37.5068,13.4845,4664.3556
Crushed,28,90,36.8878,13.49,4666.1832
Crushed,28,90,36.6221,12.5664,4659.5518
Crushed,28,90,36.6221,12.5664,4657.4905
Crushed,28,90,36.6221,12.5664,4661.795
Crushed,28,90,36.6221,12.5664,4652.6409
Crushed,28,90,36.6221,12.5664,4659.0239
Crushed,28,90,36.6221,12.5664,4660.5076
Crushed,28,90,36.6221,12.5664,4652.3116
Crushed,28,90,36.6221,12.5664,4658.3024
Crushed,28,90,36.6221,12.5664,4655.2691
Crushed,28,90,36.6221,12.5664,4661.7377
Crushed,28,90,36.6221,12.5664,4653.1736
Crushed,28,90,36.6221,12.5664,4655.2759
Crushed,28,90,36.6221,12.5664,4658.6231
Crushed,28,90,36.6221,12.5664,4661.0602
Crushed,28,90,36.6221,12.5664,4661.531
Crushed,28,90,36.6221,12.5664,4652.4777
Crushed,28,90,36.6221,12.5664,4654.9086
Crushed,28,90,36.6221,12.5664,4659.9013
Crushed,28,90,36.6221,12.5664,4657.5238
Crushed,28,90,36.6221,12.5664,4655.5566
Recycled,28,7,28.5284,4.7124,4357.2235
Recycled,28,7,27.8791,4.7124,4359.645
Recycled,28,7,28.0273,4.7124,4358.5028
Recycled,28,7,28.2541,4.7124,4357.6908
Recycled,28,7,27.7959,4.7124,4359.7995
Recycled,28,7,28.6253,4.7124,4357.1917
Recycled,28,7,28.5655,4.7124,4359.8134
Recycled,28,7,27.6856,4.7124,4357.6865
Recycled,28,7,28.2558,4.7124,4359.7678
Recycled,28,7,28.1151,4.7124,4358.7149
Recycled,28,7,27.7315,4.7124,4358.1161
Recycled,28,7,28.3136,4.7124,4357.8086
Recycled,28,7,27.9791,4.7124,4357.8566
Recycled,28,7,27.9136,4.7124,4359.7862
Recycled,28,7,28.4345,4.7124,4359.26
Recycled,28,7,28.0911,4.7124,4357.1425
Recycled,28,7,28.1947,4.7124,4359.5491
Recycled,28,7,28.0345,4.7124,4359.8849
Recycled,28,7,28.103,4.7124,4357.9168
Recycled,28,7,28.1295,4.7124,4358.2412
Recycled,28,7,27.5566,4.6327,4275.7988
Recycled,28,7,27.4002,4.6279,4341.7631
Recycled,28,7,27.385,4.6488,4327.6281
Recycled,28,7,27.4194,4.631,4335.0813
Recycled,28,7,27.3764,4.6885,4273.554
Recycled,28,7,27.4937,4.6705,4323.6498
Recycled,28,7,27.6022,4.6287,4348.4177
Recycled,28,7,27.4605,4.6651,4357.1688
Recycled,28,7,27.5817,4.6647,4283.2313
Recycled,28,7,27.406,4.677,4301.229
Recycled,28,7,27.3834,4.6964,4297.4591
Recycled,28,7,27.6047,4.7007,4319.8838
Recycled,28,7,27.5538,4.6913,4288.1196
Recycled,28,7,27.4213,4.653,4346.3861
Recycled,28,7,27.5155,4.6636,4341.3247
Recycled,28,7,27.5021,4.6803,4348.5325
Recycled,28,7,27.6242,4.6786,4334.1911
Recycled,28,7,27.481,4.6635,4279.5899
Recycled,28,7,27.481,4.6838,4287.6516
Recycled,28,7,27.4364,4.699,4300.5867
Recycled,28,7,27.4331,4.71,4270.0272
Recycled,28,7,28.0345,4.6702,4266.686
Recycled,28,7,27.5321,4.6915,4271.5291
Recycled,28,7,27.8177,4.6345,4266.7617
Recycled,28,7,28.1505,4.6819,4266.9202
Recycled,28,7,28.2029,4.6763,4266.5981
Recycled,28,7,28.1938,4.6775,4272.7675
Recycled,28,7,27.6262,4.7,4271.9953
Recycled,28,7,28.0062,4.6351,4265.7737
Recycled,28,7,27.5429,4.6892,4265.4332
Recycled,28,7,28.0974,4.7119,4265.6095
Recycled,28,7,27.9251,4.6384,4266.8966
Recycled,28,7,27.4548,4.6669,4265.2936
Recycled,28,7,27.8596,4.6605,4265.7916
Recycled,28,7,28.1838,4.7057,4266.4335
Recycled,28,7,28.0834,4.6282,4266.3329
Recycled,28,7,28.0057,4.6393,4272.4736
Recycled,28,7,27.9633,4.6519,4272.0111
Recycled,28,7,27.577,4.695,4264.2676
Recycled,28,7,27.4021,4.6478,4271.2084
Recycled,28,7,28.2147,4.7138,4264
Recycled,28,7,28.2147,4.7233,4264
Recycled,28,7,28.2147,4.7166,4264
Recycled,28,7,28.2147,4.7608,4264
Recycled,28,7,28.2147,4.7732,4264
Recycled,28,7,28.2147,4.7368,4264
Recycled,28,7,28.2147,4.7644,4264
Recycled,28,7,28.2147,4.7532,4264
Recycled,28,7,28.2147,4.7584,4264
Recycled,28,7,28.2147,4.7389,4264
Recycled,28,7,28.2147,4.7529,4264
Recycled,28,7,28.2147,4.733,4264
Recycled,28,7,28.2147,4.7135,4264
Recycled,28,7,28.2147,4.7188,4264
Recycled,28,7,28.2147,4.76,4264
Recycled,28,7,28.2147,4.7451,4264
Recycled,28,7,28.2147,4.7647,4264
Recycled,28,7,28.2147,4.7478,4264
Recycled,28,7,28.2147,4.7512,4264
Recycled,28,7,28.2147,4.7503,4264
Recycled,28,14,32.8303,5.8416,4321.4088
Recycled,28,14,32.6584,5.5239,4353.61
Recycled,28,14,32.6355,5.587,4334.625
Recycled,28,14,32.7612,5.5737,4349.0657
Recycled,28,14,32.8155,5.8371,4357.0877
Recycled,28,14,32.6766,5.6059,4340.1001
Recycled,28,14,32.6335,5.8161,4331.3492
Recycled,28,14,32.6746,5.7294,4348.7473
Recycled,28,14,32.8147,5.7781,4340.9167
Recycled,28,14,32.7519,5.5891,4334.7593
Recycled,28,14,32.6734,5.5162,4333.6633
Recycled,28,14,32.7159,5.6693,4352.0405
Recycled,28,14,32.5948,5.7852,4344.8514
Recycled,28,14,32.781,5.5036,4320.8431
Recycled,28,14,32.6239,5.6842,4357.213
Recycled,28,14,32.7532,5.6807,4351.3778
Recycled,28,14,32.8154,5.7186,4349.3863
Recycled,28,14,32.8295,5.764,4356.8679
Recycled,28,14,32.6575,5.6935,4344.6633
Recycled,28,14,32.7537,5.8271,4339.8786
Recycled,28,14,32.5178,5.5061,4322.3325
Recycled,28,14,32.5324,5.7277,4323.7355
Recycled,28,14,32.5339,5.6053,4324.7629
Recycled,28,14,32.5404,5.7347,4324.4726
Recycled,28,14,32.5022,5.7557,4324.8481
Recycled,28,14,32.404,5.5795,4322.6638
Recycled,28,14,32.5169,5.8747,4328.4432
Recycled,28,14,32.4124,5.6747,4323.0954
Recycled,28,14,32.5577,5.5324,4327.7296
Recycled,28,14,32.4158,5.8655,4327.4203
Recycled,28,14,32.4477,5.8781,4325.0904
Recycled,28,14,32.4286,5.7927,4328.2599
Recycled,28,14,32.4762,5.7877,4327.3845
Recycled,28,14,32.5689,5.6449,4322.8063
Recycled,28,14,32.5037,5.8769,4327.0437
Recycled,28,14,32.4664,5.6581,4321.3002
Recycled,28,14,32.5782,5.5402,4327.7041
Recycled,28,14,32.585,5.6478,4324.4661
Recycled,28,14,32.5347,5.6686,4328.4054
Recycled,28,14,32.4146,5.5755,4327.3236
Recycled,28,14,32.5108,5.8905,4375.3566
Recycled,28,14,32.5875,5.8905,4405.0578
Recycled,28,14,32.482,5.8905,4371.8965
Recycled,28,14,32.5895,5.8905,4377.6483
Recycled,28,14,32.5152,5.8905,4380.305
Recycled,28,14,32.5912,5.8905,4356.8538
Recycled,28,14,32.4235,5.8905,4381.5454
Recycled,28,14,32.4467,5.8905,4410.284
Recycled,28,14,32.5507,5.8905,4362.2762
Recycled,28,14,32.4784,5.8905,4364.8805
Recycled,28,14,32.402,5.8905,4333.446
Recycled,28,14,32.4833,5.8905,4396.87
Recycled,28,14,32.4697,5.8905,4366.1214
Recycled,28,14,32.4852,5.8905,4388.3717
Recycled,28,14,32.4402,5.8905,4385.0101
Recycled,28,14,32.4462,5.8905,4390.8355
Recycled,28,14,32.5278,5.8905,4361.6295
Recycled,28,14,32.5279,5.8905,4381.1996
Recycled,28,14,32.4383,5.8905,4384.4984
Recycled,28,14,32.5998,5.8905,4356.4974
Recycled,28,14,32.614,5.3941,4310.0488
Recycled,28,14,32.614,5.6082,4354.3789
Recycled,28,14,32.614,5.5452,4337.3986
Recycled,28,14,32.614,5.5153,4411.1965
Recycled,28,14,32.614,5.7853,4393.3167
Recycled,28,14,32.614,5.6788,4328.8821
Recycled,28,14,32.614,5.8723,4400.2641
Recycled,28,14,32.614,5.7967,4377.0873
Recycled,28,14,32.614,5.6706,4381.0248
Recycled,28,14,32.614,5.2909,4411.6908
Recycled,28,14,32.614,5.8295,4384.1026
Recycled,28,14,32.614,5.3905,4312.7688
Recycled,28,14,32.614,5.5961,4398.624
Recycled,28,14,32.614,5.6284,4363.6667
Recycled,28,14,32.614,5.4363,4348.7725
Recycled,28,14,32.614,5.1275,4356.2355
